#GeneID,Symbol,GeneInfo,Localization,Process,Function,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,Minimum Effect 95% Credible Interval Estimate,Maximum Effect 95% Credible Interval Estimate
ENSG00000253729,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",nucleus|nucleoplasm|transcription factor complex|nucleolus|cytosol|DNA-dependent protein kinase-DNA ligase 4 complex|membrane|nonhomologous end joining complex|,telomere maintenance|somitogenesis|negative regulation of protein phosphorylation|B cell lineage commitment|pro-B cell differentiation|T cell lineage commitment|DNA repair|double-strand break repair|double-strand break repair via nonhomologous end joining|cellular protein modification process|brain development|heart development|intrinsic apoptotic signaling pathway in response to DNA damage|response to gamma radiation|peptidyl-serine phosphorylation|protein destabilization|positive regulation of type I interferon production|cellular response to insulin stimulus|T cell differentiation in thymus|immunoglobulin V(D)J recombination|T cell receptor V(D)J recombination|ectopic germ cell programmed cell death|regulation of circadian rhythm|positive regulation of apoptotic process|innate immune response|positive regulation of transcription from RNA polymerase II promoter|rhythmic process|signal transduction involved in mitotic G1 DNA damage checkpoint|,DNA binding|protein kinase activity|protein serine/threonine kinase activity|DNA-dependent protein kinase activity|protein binding|ATP binding|transcription factor binding|enzyme binding|poly(A) RNA binding|,10,1.1,3.95,10,-0.3,3.42,-0.3,4.26,-1.3,1.7
ENSG00000204469,PRRC2A,proline-rich coiled-coil 2A,nucleus|cytoplasm|membrane|extracellular vesicular exosome|,None,protein binding|poly(A) RNA binding|,10,0.7,3.14,10,-0.8,2.6,-0.8,4.01,-1.8,1.4
ENSG00000126067,PSMB2,"proteasome (prosome, macropain) subunit, beta type, 2",proteasome complex|nucleus|nucleoplasm|cytosol|proteasome core complex|membrane|extracellular vesicular exosome|,"G1/S transition of mitotic cell cycle|protein polyubiquitination|mitotic cell cycle|antigen processing and presentation of peptide antigen via MHC class I|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|regulation of cellular amino acid metabolic process|apoptotic process|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|response to organonitrogen compound|gene expression|response to organic cyclic compound|viral process|RNA metabolic process|mRNA metabolic process|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|cellular nitrogen compound metabolic process|antigen processing and presentation of exogenous peptide antigen via MHC class I|regulation of apoptotic process|negative regulation of apoptotic process|small molecule metabolic process|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|",threonine-type endopeptidase activity|protein binding|,9,1.2,15.2,9,2.2,33.4,2.1,44.9,1.3,3.4
ENSG00000050628,PTGER3,prostaglandin E receptor 3 (subtype EP3),nuclear envelope|plasma membrane|integral component of plasma membrane|integral component of membrane|,"transcription, DNA-templated|G-protein coupled receptor signaling pathway|cell death|intracellular receptor signaling pathway|positive regulation of fever generation|",ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity|prostaglandin E receptor activity|,10,0.3,1.35,10,0,0,0.1,0.467,-0.4,2
ENSG00000196396,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",early endosome|endoplasmic reticulum|endoplasmic reticulum membrane|cytosol|plasma membrane|cytoplasmic vesicle|sorting endosome|,blood coagulation|insulin receptor signaling pathway|regulation of signal transduction|cytokine-mediated signaling pathway|regulation of endocytosis|platelet activation|negative regulation of vascular endothelial growth factor receptor signaling pathway|endoplasmic reticulum unfolded protein response|actin cytoskeleton reorganization|peptidyl-tyrosine dephosphorylation|peptidyl-tyrosine dephosphorylation|platelet-derived growth factor receptor-beta signaling pathway|negative regulation of insulin receptor signaling pathway|interferon-gamma-mediated signaling pathway|regulation of interferon-gamma-mediated signaling pathway|type I interferon signaling pathway|regulation of type I interferon-mediated signaling pathway|JAK-STAT cascade involved in growth hormone signaling pathway|negative regulation of ERK1 and ERK2 cascade|regulation of hepatocyte growth factor receptor signaling pathway|peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity|,protein tyrosine phosphatase activity|protein tyrosine phosphatase activity|insulin receptor binding|protein binding|zinc ion binding|enzyme binding|protein kinase binding|receptor tyrosine kinase binding|poly(A) RNA binding|ephrin receptor binding|,10,0.6,11.3,10,1.2,37.1,0.7,47.6,0.5,1.3
ENSG00000185129,PURA,purine-rich element binding protein A,"nuclear chromosome, telomeric region|nucleus|DNA replication factor A complex|cytoplasm|dendrite|neuronal cell body|","DNA unwinding involved in DNA replication|DNA replication initiation|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|nervous system development|positive regulation of cell proliferation|negative regulation of translation|negative regulation of transcription, DNA-templated|","translation repressor activity, nucleic acid binding|double-stranded telomeric DNA binding|single-stranded DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity|protein binding|transcription factor binding|purine-rich negative regulatory element binding|poly(A) RNA binding|SMAD binding|",10,-0.4,3.73,10,-0.3,2.79,-0.4,6.04,-1.1,0.1
ENSG00000146676,PURB,purine-rich element binding protein B,nucleus|DNA replication factor A complex|,"transcription, DNA-templated|regulation of myeloid cell differentiation|negative regulation of transcription, DNA-templated|",double-stranded DNA binding|single-stranded DNA binding|sequence-specific DNA binding transcription factor activity|mRNA binding|transcription factor binding|poly(A) RNA binding|SMAD binding|,10,-0.1,0.0581,10,-0.5,4.41,-0.5,3.51,-1.7,0.3
ENSG00000100228,RAB36,"RAB36, member RAS oncogene family",Golgi membrane|Golgi apparatus|,small GTPase mediated signal transduction|protein transport|,GTP binding|,9,1.7,29.9,10,-2.2,68.8,-2.2,83.7,-3.2,-1.7
ENSG00000164754,RAD21,RAD21 homolog (S. pombe),"chromosome, centromeric region|nucleus|nucleoplasm|chromosome|cytosol|cohesin complex|membrane|nuclear meiotic cohesin complex|",mitotic cell cycle|double-strand break repair|DNA recombination|regulation of transcription from RNA polymerase II promoter|apoptotic process|chromosome segregation|mitotic nuclear division|reciprocal meiotic recombination|protein localization to chromatin|,protein binding|,8,-2.3,39.8,8,-1.3,25.2,-1.5,61.5,-2.9,-1.2
ENSG00000113522,RAD50,RAD50 homolog (S. cerevisiae),"nuclear chromosome, telomeric region|nucleus|nucleoplasm|membrane|Mre11 complex|site of double-strand break|pronucleus|","regulation of mitotic recombination|telomere maintenance|double-strand break repair via homologous recombination|DNA catabolic process, endonucleolytic|DNA repair|DNA repair|double-strand break repair|double-strand break repair|DNA recombination|cellular response to DNA damage stimulus|telomere maintenance via telomerase|reciprocal meiotic recombination|positive regulation of protein autophosphorylation|DNA duplex unwinding|positive regulation of kinase activity|nucleic acid phosphodiester bond hydrolysis|","single-stranded DNA endodeoxyribonuclease activity|DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|zinc ion binding|3'-5' exonuclease activity|protein binding, bridging|",9,-0.6,1.07,9,-0.1,0.24,-0.1,0.281,-1.9,1.2
ENSG00000051180,RAD51,RAD51 recombinase,nuclear chromosome|condensed chromosome|condensed nuclear chromosome|lateral element|nucleus|nucleus|nucleoplasm|nucleolus|cytoplasm|mitochondrion|mitochondrial matrix|microtubule organizing center|PML body|perinuclear region of cytoplasm|,double-strand break repair via homologous recombination|double-strand break repair via homologous recombination|double-strand break repair via homologous recombination|DNA recombinase assembly|ATP catabolic process|ATP catabolic process|DNA unwinding involved in DNA replication|DNA repair|double-strand break repair|DNA recombination|mitotic recombination|cellular response to DNA damage stimulus|meiotic nuclear division|reciprocal meiotic recombination|regulation of double-strand break repair via homologous recombination|positive regulation of DNA ligation|protein homooligomerization|cellular response to ionizing radiation|cellular response to camptothecin|,damaged DNA binding|double-stranded DNA binding|single-stranded DNA binding|protein binding|ATP binding|protein C-terminus binding|identical protein binding|single-stranded DNA-dependent ATPase activity|DNA polymerase binding|,8,4.2,25.3,9,2.4,27.4,4.1,49.1,3.4,7.2
ENSG00000182185,RAD51B,RAD51 paralog B,nucleus|nucleoplasm|replication fork|Rad51B-Rad51C-Rad51D-XRCC2 complex|,double-strand break repair via homologous recombination|ATP catabolic process|ATP catabolic process|DNA repair|DNA recombination|reciprocal meiotic recombination|blood coagulation|positive regulation of G2/M transition of mitotic cell cycle|,four-way junction DNA binding|DNA binding|double-stranded DNA binding|single-stranded DNA binding|protein binding|ATP binding|DNA-dependent ATPase activity|,10,1.3,60.1,10,1,49.8,1.1,108,0.9,1.5
ENSG00000108384,RAD51C,RAD51 paralog C,nucleus|nucleoplasm|replication fork|cytoplasm|mitochondrion|Rad51B-Rad51C-Rad51D-XRCC2 complex|Rad51C-XRCC3 complex|perinuclear region of cytoplasm|Holliday junction resolvase complex|,"double-strand break repair via homologous recombination|DNA catabolic process, endonucleolytic|DNA catabolic process, endonucleolytic|ATP catabolic process|DNA repair|DNA recombination|sister chromatid cohesion|female meiosis sister chromatid cohesion|reciprocal meiotic recombination|male meiosis I|spermatogenesis|blood coagulation|positive regulation of G2/M transition of mitotic cell cycle|",four-way junction DNA binding|DNA binding|protein binding|ATP binding|DNA-dependent ATPase activity|crossover junction endodeoxyribonuclease activity|,10,1.7,23,10,2.4,50.7,2.4,72.4,1.7,3.6
ENSG00000185379,RAD51D,RAD51 paralog D,"chromosome, telomeric region|nucleus|replication fork|cytoplasm|centrosome|Rad51B-Rad51C-Rad51D-XRCC2 complex|",telomere maintenance|double-strand break repair via homologous recombination|ATP catabolic process|ATP catabolic process|DNA repair|reciprocal meiotic recombination|strand invasion|,four-way junction DNA binding|DNA binding|single-stranded DNA binding|protein binding|ATP binding|DNA-dependent ATPase activity|gamma-tubulin binding|,10,1.7,56,10,3.2,87.1,3.1,136,2.7,4.2
ENSG00000002016,RAD52,RAD52 homolog (S. cerevisiae),nucleus|nucleoplasm|,double-strand break repair via homologous recombination|DNA recombinase assembly|DNA repair|double-strand break repair|DNA recombination|,DNA binding|protein binding|identical protein binding|,10,0,0,10,0.5,0.927,0.1,0.102,-0.9,1.8
ENSG00000085999,RAD54L,RAD54-like (S. cerevisiae),nucleus|,double-strand break repair via homologous recombination|DNA strand renaturation|DNA repair|DNA recombination|meiotic nuclear division|response to ionizing radiation|response to drug|chromosome organization|,DNA binding|helicase activity|protein binding|ATP binding|annealing helicase activity|,10,0.9,13.8,10,0.7,20.2,0.8,33.1,0.5,1.2
ENSG00000182872,RBM10,RNA binding motif protein 10,nucleus|,negative regulation of transcription from RNA polymerase II promoter|mRNA processing|biological_process|negative regulation of cell proliferation|RNA splicing|positive regulation of smooth muscle cell apoptotic process|3'-UTR-mediated mRNA stabilization|,nucleotide binding|protein binding|zinc ion binding|protein complex binding|identical protein binding|poly(A) RNA binding|,10,1.5,81.2,10,1,58.6,1.2,137,1,1.7
ENSG00000120158,RCL1,RNA terminal phosphate cyclase-like 1,nucleolus|,RNA processing|biological_process|ribosome biogenesis|,catalytic activity|,8,-2.8,52.6,8,-2.2,75.7,-2.7,126,-3.7,-1.9
ENSG00000160439,RDH13,retinol dehydrogenase 13 (all-trans/9-cis),mitochondrion|,oxidation-reduction process|,oxidoreductase activity|,10,0,0,10,0.5,1.77,0,0,-0.7,2
ENSG00000080511,RDH8,retinol dehydrogenase 8 (all-trans),cytoplasm|integral component of plasma membrane|,"retinoid metabolic process|steroid biosynthetic process|estrogen biosynthetic process|visual perception|phototransduction, visible light|retinol metabolic process|oxidation-reduction process|",estradiol 17-beta-dehydrogenase activity|retinol dehydrogenase activity|NADP-retinol dehydrogenase activity|,10,0.2,0.833,10,1,5.72,0.8,5.09,0.1,1.9
ENSG00000115255,REEP6,receptor accessory protein 6,nucleus|integral component of membrane|,biological_process|,molecular_function|,10,-0.7,2.13,10,0.6,3.09,0.4,1.13,-1.4,1.6
ENSG00000255940,REXO1L10P,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 10, pseudogene",None,None,None,9,-2.9,61.2,9,2.3,32.4,-2.8,83,-4.1,-1.9
ENSG00000223524,REXO1L11P,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 11, pseudogene",None,None,None,3,-0.8,1.97,3,-1.7,28.1,-1.7,28.6,-3,-1.2
ENSG00000104889,RNASEH2A,"ribonuclease H2, subunit A",nucleus|ribonuclease H2 complex|,"DNA replication|mismatch repair|RNA catabolic process|RNA phosphodiester bond hydrolysis|RNA phosphodiester bond hydrolysis, endonucleolytic|RNA phosphodiester bond hydrolysis, endonucleolytic|",RNA binding|RNA-DNA hybrid ribonuclease activity|ribonuclease activity|metal ion binding|,10,-1.4,25.3,10,1.5,101,1.5,106,1.2,2.1
ENSG00000136104,RNASEH2B,"ribonuclease H2, subunit B",nucleus|ribonuclease H2 complex|,"in utero embryonic development|RNA catabolic process|ribonucleotide metabolic process|regulation of G2/M transition of mitotic cell cycle|negative regulation of gene expression|positive regulation of fibroblast proliferation|RNA phosphodiester bond hydrolysis, endonucleolytic|regulation of DNA damage checkpoint|",RNA-DNA hybrid ribonuclease activity|,10,0.4,4.35,10,0.3,0.714,0.4,4.64,-0.7,1.2
ENSG00000172922,RNASEH2C,"ribonuclease H2, subunit C",nucleus|ribonuclease H2 complex|,RNA catabolic process|,None,10,1.6,47.3,10,-0.1,0.0675,1.6,43.9,1.1,2.8
ENSG00000158717,RNF166,ring finger protein 166,None,None,zinc ion binding|,10,-0.4,3.23,10,-1.8,22.9,-1.7,21,-3,-0.5
ENSG00000005175,RPAP3,RNA polymerase II associated protein 3,None,None,protein binding|,10,1.7,23,10,0.9,11.2,1.5,30.2,0.7,2.6
ENSG00000163125,RPRD2,regulation of nuclear pre-mRNA domain containing 2,"DNA-directed RNA polymerase II, holoenzyme|",None,None,10,3.7,208,10,3.4,197,3.6,404,3.2,4.3
ENSG00000169906,S100G,S100 calcium binding protein G,basolateral plasma membrane|apical plasma membrane|,None,vitamin D binding|calcium ion binding|,10,0,0,10,0,0,0,0,-1.6,1.4
ENSG00000160633,SAFB,scaffold attachment factor B,nucleus|,"chromatin organization|transcription, DNA-templated|intracellular estrogen receptor signaling pathway|growth|hormone metabolic process|positive regulation of transcription from RNA polymerase II promoter|",nucleotide binding|core promoter binding|chromatin binding|double-stranded DNA binding|protein binding|poly(A) RNA binding|,10,1.9,172,10,2,150,2,321,1.7,2.4
ENSG00000101347,SAMHD1,SAM domain and HD domain 1,intracellular|nucleus|plasma membrane|,dGTP catabolic process|immune response|innate immune response|regulation of innate immune response|dATP catabolic process|protein homotetramerization|defense response to virus|,nucleic acid binding|RNA binding|protein binding|phosphoric diester hydrolase activity|zinc ion binding|dGTPase activity|dGTP binding|,10,0.3,0.743,10,0.1,0.713,0.1,1.2,-1.3,1.5
ENSG00000116521,SCAMP3,secretory carrier membrane protein 3,Golgi membrane|integral component of membrane|extracellular vesicular exosome|,post-Golgi vesicle-mediated transport|protein transport|response to retinoic acid|,None,9,0.9,5.59,9,0.4,5.31,0.5,9.85,0.2,1.3
ENSG00000136155,SCEL,sciellin,cornified envelope|cytoplasm|cytoplasm|membrane|extracellular vesicular exosome|,epidermis development|epidermis development|embryo development|keratinocyte differentiation|,protein binding|zinc ion binding|,10,0.1,0.362,10,0.1,0.54,0.1,0.827,-1,1.7
ENSG00000133488,SEC14L4,SEC14-like 4 (S. cerevisiae),intracellular|integral component of membrane|,transport|,transporter activity|lipid binding|,10,0,0,10,0.9,2.38,0.1,0.677,-1.6,1.9
ENSG00000143379,SETDB1,"SET domain, bifurcated 1",nucleus|chromosome|cytoplasm|Golgi apparatus|plasma membrane|,"inner cell mass cell proliferation|transcription, DNA-templated|regulation of transcription, DNA-templated|histone lysine methylation|bone development|",DNA binding|protein binding|zinc ion binding|histone-lysine N-methyltransferase activity|,10,2,50.1,10,3.2,74.1,3.1,120,2.3,4.2
ENSG00000107290,SETX,senataxin,nucleus|nucleoplasm|nucleolus|cytoplasm|,double-strand break repair|termination of RNA polymerase II transcription|RNA processing|circadian rhythm|cell death|DNA duplex unwinding|,DNA binding|DNA helicase activity|ATP binding|,10,1.3,89.7,10,1.2,81.5,1.3,170,1.1,1.6
ENSG00000147010,SH3KBP1,SH3-domain kinase binding protein 1,cytosol|cytoskeleton|plasma membrane|focal adhesion|cytoplasmic vesicle membrane|neuron projection|synapse|,endocytosis|apoptotic process|cytoskeleton organization|epidermal growth factor receptor signaling pathway|cell-cell signaling|regulation of cell shape|cell migration|negative regulation of epidermal growth factor receptor signaling pathway|,protein binding|SH3 domain binding|,10,0.3,0.353,10,-0.1,0.762,-0.2,0.886,-1.5,1.2
ENSG00000110911,SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",nucleus|cytoplasm|lysosome|lysosomal membrane|early endosome|late endosome|vacuole|trans-Golgi network|plasma membrane|plasma membrane|plasma membrane|integral component of plasma membrane|brush border|cell surface|cell surface|membrane|apical plasma membrane|cytoplasmic vesicle|late endosome membrane|apical part of cell|basal part of cell|perinuclear region of cytoplasm|recycling endosome|paraferritin complex|,response to hypoxia|detection of oxygen|heme biosynthetic process|cobalt ion transport|cobalt ion transport|copper ion transport|manganese ion transport|cellular iron ion homeostasis|activation of cysteine-type endopeptidase activity involved in apoptotic process|learning or memory|response to iron ion|response to manganese ion|response to lead ion|nickel cation transport|vanadium ion transport|ferrous iron transport|lead ion transport|cellular response to oxidative stress|copper ion transmembrane transport|nickel cation transmembrane transport|nickel cation transmembrane transport|response to cadmium ion|dendrite morphogenesis|erythrocyte development|transmembrane transport|multicellular organismal iron ion homeostasis|cadmium ion transmembrane transport|ferrous iron import|ferrous iron import|cellular response to iron ion|cellular response to tumor necrosis factor|manganese ion transmembrane transport|manganese ion transmembrane transport|cellular response to hypoxia|zinc ion transmembrane transport|hydrogen ion transmembrane transport|,copper ion transmembrane transporter activity|manganese ion transmembrane transporter activity|zinc ion transmembrane transporter activity|iron ion binding|copper ion binding|protein binding|zinc ion binding|hydrogen ion transmembrane transporter activity|cadmium ion transmembrane transporter activity|cobalt ion transmembrane transporter activity|cobalt ion transmembrane transporter activity|ferrous iron transmembrane transporter activity|lead ion transmembrane transporter activity|nickel cation transmembrane transporter activity|nickel cation transmembrane transporter activity|vanadium ion transmembrane transporter activity|solute:proton symporter activity|nickel cation binding|inorganic cation transmembrane transporter activity|manganese ion binding|cadmium ion binding|cobalt ion binding|,9,0,0,9,0.5,2.37,0.4,0.285,-0.6,2
ENSG00000075415,SLC25A3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",mitochondrion|mitochondrial inner membrane|integral component of plasma membrane|membrane|extracellular vesicular exosome|,generation of precursor metabolites and energy|transport|phosphate ion transmembrane transport|,symporter activity|phosphate ion carrier activity|protein complex binding|,10,-1,6.4,10,1.5,37.4,1.3,35.7,0.7,2.5
ENSG00000164414,SLC35A1,"solute carrier family 35 (CMP-sialic acid transporter), member A1",Golgi membrane|Golgi apparatus|integral component of plasma membrane|,carbohydrate metabolic process|cellular protein modification process|carbohydrate transport|CMP-N-acetylneuraminate transport|proton transport|transmembrane transport|nucleotide transmembrane transport|,sugar:proton symporter activity|CMP-N-acetylneuraminate transmembrane transporter activity|,10,-1.3,19.4,10,-1.5,44.6,-1.5,63.2,-2.5,-1.1
ENSG00000178235,SLITRK1,"SLIT and NTRK-like family, member 1",integral component of membrane|,axonogenesis|adult behavior|multicellular organism growth|homeostatic process|,None,10,0.2,0.335,10,0,0,0,0,-1.5,1.5
ENSG00000137776,SLTM,"SAFB-like, transcription modulator",nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|apoptotic process|",nucleotide binding|poly(A) RNA binding|,10,-0.4,3.01,10,-0.2,3.55,-0.3,6.07,-0.9,0.1
ENSG00000188827,SLX4,SLX4 structure-specific endonuclease subunit,"nuclear chromosome, telomeric region|nuclear chromatin|nucleus|cytoplasm|cell junction|Slx1-Slx4 complex|Holliday junction resolvase complex|ERCC4-ERCC1 complex|","double-strand break repair via homologous recombination|DNA catabolic process, endonucleolytic|DNA catabolic process, endonucleolytic|DNA replication|DNA repair|nucleotide-excision repair|DNA double-strand break processing involved in repair via single-strand annealing|positive regulation of catalytic activity|response to intra-S DNA damage checkpoint signaling|",protein binding|enzyme activator activity|crossover junction endodeoxyribonuclease activity|5'-flap endonuclease activity|3'-flap endonuclease activity|,10,0.8,14.4,10,1.1,16.3,0.9,29.9,0.5,1.4
ENSG00000153147,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",condensed chromosome|nucleus|nucleoplasm|chromatin silencing complex|NURF complex|RSF complex|nuclear replication fork|,"chromatin silencing at rDNA|ATP catabolic process|double-strand break repair|nucleosome assembly|nucleosome assembly|chromatin remodeling|DNA-templated transcription, initiation|regulation of transcription from RNA polymerase II promoter|embryo development|nucleosome positioning|centromere-specific nucleosome assembly|ATP-dependent chromatin remodeling|",DNA binding|helicase activity|protein binding|ATP binding|ATPase activity|nucleosome binding|histone binding|,10,-1,8.78,10,1.7,6.05,-0.9,10.8,-2,0.5
ENSG00000173473,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",nuclear chromatin|XY body|nucleus|SWI/SNF complex|protein complex|npBAF complex|nBAF complex|,"nucleosome disassembly|chromatin remodeling|transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|nervous system development|insulin receptor signaling pathway|organ morphogenesis|ATP-dependent chromatin remodeling|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|",RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|transcription coactivator activity|protein binding|nucleosomal DNA binding|protein N-terminus binding|,10,0.5,6.91,10,0.8,21.4,0.6,26.7,0.4,1.1
ENSG00000101596,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,Barr body|,chromosome organization|inactivation of X chromosome by DNA methylation|,ATP binding|,10,0.3,3.94,10,0.2,2.19,0.2,5.3,-0.2,1
ENSG00000161981,SNRNP25,small nuclear ribonucleoprotein 25kDa (U11/U12),nucleus|U12-type spliceosomal complex|cytoplasm|intercellular bridge|,mRNA processing|RNA splicing|,None,9,-1.8,22.6,9,-2.4,54.8,-2.3,75.3,-3.4,-1.7
ENSG00000169371,SNUPN,snurportin 1,nuclear pore|cytosol|extracellular vesicular exosome|,spliceosomal snRNP assembly|protein import into nucleus|gene expression|RNA metabolic process|ncRNA metabolic process|snRNA import into nucleus|,RNA cap binding|protein transporter activity|,9,1.8,37.2,10,1,27.1,1.3,60.5,1,2.4
ENSG00000112335,SNX3,sorting nexin 3,cytoplasm|early endosome|cytosol|endosome membrane|intracellular membrane-bounded organelle|extracellular vesicular exosome|,intracellular protein transport|endocytosis|hemoglobin biosynthetic process|,protein binding|protein phosphatase binding|phosphatidylinositol-3-phosphate binding|,10,-1.1,25.4,10,-0.6,15.6,-0.7,38.5,-1.3,-0.5
ENSG00000100146,SOX10,SRY (sex determining region Y)-box 10,nucleus|nucleus|extrinsic component of mitochondrial outer membrane|,"in utero embryonic development|neural crest cell migration|positive regulation of neuroblast proliferation|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|peripheral nervous system development|anatomical structure morphogenesis|positive regulation of gliogenesis|melanocyte differentiation|negative regulation of apoptotic process|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|cell maturation|enteric nervous system development|digestive tract morphogenesis|developmental growth|oligodendrocyte differentiation|negative regulation of canonical Wnt signaling pathway|",RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription|chromatin binding|RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity|transcription coactivator activity|protein binding|transcription factor binding|identical protein binding|,10,-1.1,8.07,10,-0.8,2.24,-0.9,9.57,-1.8,-0.3
ENSG00000177992,SPATA31E1,"SPATA31 subfamily E, member 1",integral component of membrane|,spermatogenesis|cell differentiation|,None,10,0.9,2.76,10,0,0,0.7,1.97,-0.2,2
ENSG00000090054,SPTLC1,"serine palmitoyltransferase, long chain base subunit 1",endoplasmic reticulum membrane|integral component of membrane|serine C-palmitoyltransferase complex|SPOTS complex|,sphingolipid metabolic process|sphingomyelin biosynthetic process|sphingolipid biosynthetic process|small molecule metabolic process|sphinganine biosynthetic process|sphingosine biosynthetic process|ceramide biosynthetic process|,serine C-palmitoyltransferase activity|protein binding|pyridoxal phosphate binding|,10,-0.3,0.45,10,0.1,0.605,0.1,0.524,-1.4,1.3
ENSG00000174780,SRP72,signal recognition particle 72kDa,"endoplasmic reticulum|signal recognition particle, endoplasmic reticulum targeting|cytosol|",translation|SRP-dependent cotranslational protein targeting to membrane|gene expression|response to drug|cellular protein metabolic process|,signal recognition particle binding|7S RNA binding|poly(A) RNA binding|,10,0.8,9.19,10,-0.7,1.77,0.7,7.74,0.1,1.7
ENSG00000136450,SRSF1,serine/arginine-rich splicing factor 1,nucleus|nucleoplasm|nucleoplasm|cytoplasm|nuclear speck|exon-exon junction complex|extracellular vesicular exosome|catalytic step 2 spliceosome|,"mRNA 5'-splice site recognition|mRNA splicing, via spliceosome|mRNA splicing, via spliceosome|in utero embryonic development|transcription from RNA polymerase II promoter|termination of RNA polymerase II transcription|mRNA splice site selection|mRNA processing|mRNA export from nucleus|RNA splicing|gene expression|mRNA 3'-end processing|cardiac muscle contraction|",nucleotide binding|RNA binding|RNA binding|mRNA binding|protein binding|poly(A) RNA binding|RS domain binding|,9,-2.4,57.6,8,-1.6,37.6,-2.2,92.5,-3.1,-1.5
ENSG00000116754,SRSF11,serine/arginine-rich splicing factor 11,nucleus|nucleoplasm|,"mRNA splicing, via spliceosome|transcription from RNA polymerase II promoter|termination of RNA polymerase II transcription|mRNA processing|mRNA export from nucleus|RNA splicing|gene expression|mRNA 3'-end processing|",nucleotide binding|protein binding|poly(A) RNA binding|,10,1.2,17.7,10,4.5,25.2,4.4,33.9,3.6,7.7
ENSG00000141298,SSH2,slingshot protein phosphatase 2,extracellular space|cytoplasm|cytoskeleton|,protein dephosphorylation|regulation of actin polymerization or depolymerization|regulation of lamellipodium assembly|actin cytoskeleton organization|peptidyl-tyrosine dephosphorylation|regulation of axonogenesis|,DNA binding|actin binding|phosphoprotein phosphatase activity|protein tyrosine phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|,10,0,0,10,0.9,1.61,0.1,0.812,-0.6,2
ENSG00000180953,ST20,suppressor of tumorigenicity 20,mitochondrial outer membrane|,intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of apoptotic process|extrinsic apoptotic signaling pathway in absence of ligand|negative regulation of intrinsic apoptotic signaling pathway|,protein homodimerization activity|protein heterodimerization activity|,8,0.2,0.673,8,0,0,0.1,0.0901,-1.2,1.9
ENSG00000164543,STK17A,serine/threonine kinase 17a,nucleus|,protein phosphorylation|apoptotic process|intracellular signal transduction|positive regulation of apoptotic process|positive regulation of fibroblast apoptotic process|regulation of reactive oxygen species metabolic process|,protein serine/threonine kinase activity|ATP binding|,10,-0.4,2.08,10,-0.2,0.263,-0.3,1.53,-1.7,0.5
ENSG00000109111,SUPT6H,suppressor of Ty 6 homolog (S. cerevisiae),nucleus|,"chromatin remodeling|transcription, DNA-templated|regulation of transcription, DNA-templated|mRNA processing|RNA splicing|regulation of mRNA export from nucleus|viral process|positive regulation of transcription elongation from RNA polymerase II promoter|regulation of isotype switching|regulation of mRNA processing|mRNA transport|regulation of muscle cell differentiation|negative regulation of histone H3-K27 methylation|","DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|hydrolase activity, acting on ester bonds|histone binding|poly(A) RNA binding|",8,2,38.9,9,2.6,50.2,2.4,87.1,1.7,3.3
